trading_signals_20251006_004721
sid,symbol,sector,industry,market_cap_cr,pe_ratio,beta,current_price,price_5d_ago,price_20d_ago,return_5d,return_20d,avg_volume,current_delivery,delivery_5d_avg,delivery_20d_avg,momentum_score,delivery_score,valuation_score,volatility_score,total_score,signal,confidence
300,BLUEDART,Industrials,Integrated Freight & Logistics,13490.75,54.35,0.1,5685.0,5673.5,5754.0,0.2,-1.2,65491.0,38.66,34.76,34.76,15,0,0,15,30,SELL,HIGH
1603,SAMMAANCAP,Financial Services,Mortgage Finance,13425.26,,0.81,165.03,137.82,138.61,19.74,19.06,33739329.0,28.34,30.65,30.65,40,0,0,10,50,HOLD,LOW
2087,ZENTEC,Industrials,Aerospace & Defense,13381.8,52.64,-0.21,1487.5,1500.8,1482.5,-0.89,0.34,469556.0,42.35,36.24,36.24,15,0,0,15,30,SELL,HIGH
675,GODREJAGRO,Consumer Defensive,Packaged Foods,13279.36,29.16,0.0,690.45,715.8,736.9,-3.54,-6.3,249271.0,46.97,39.9,39.9,0,0,10,15,25,SELL,HIGH
539,EMBDL,Real Estate,Real Estate - Diversified,13251.24,,0.71,96.68,91.56,100.32,5.59,-3.63,5771501.0,40.05,38.52,38.52,20,0,0,15,35,HOLD,MEDIUM
1259,NCC,Industrials,Engineering & Construction,13208.64,16.47,0.71,210.38,202.51,212.87,3.89,-1.17,2672464.0,44.8,42.82,42.82,20,0,15,15,50,HOLD,LOW
351,CELLO,Consumer Cyclical,"Furnishings, Fixtures & Appliances",13181.31,39.99,,596.7,566.5,575.85,5.33,3.62,218772.0,43.29,51.73,51.73,35,0,0,0,35,HOLD,MEDIUM
1868,TEGA,Industrials,Specialty Industrial Machinery,13162.05,66.22,0.52,1974.0,1942.1,1987.4,1.64,-0.67,598212.0,56.56,62.52,62.52,15,0,0,15,30,SELL,HIGH
928,JINDALSAW,Basic Materials,Steel,13160.66,7.66,0.3,206.5,206.32,209.59,0.09,-1.47,2108917.0,58.93,55.59,55.59,15,0,15,15,45,HOLD,MEDIUM
22,AAVAS,Financial Services,Mortgage Finance,13156.62,22.62,0.41,1662.0,1574.8,1601.0,5.54,3.81,196061.0,59.96,53.67,53.67,35,0,15,15,65,BUY,MEDIUM
530,ELECON,Industrials,Specialty Industrial Machinery,13122.91,25.38,0.72,584.55,565.7,562.8,3.33,3.86,607439.0,55.5,43.54,43.54,35,0,10,15,60,BUY,MEDIUM
869,INGERRAND,Industrials,Specialty Industrial Machinery,13105.77,49.51,-0.01,4151.6,4007.5,3855.5,3.6,7.68,13383.0,42.47,36.87,36.87,35,0,0,15,50,HOLD,LOW
1010,KIRLOSENG,Industrials,Specialty Industrial Machinery,13101.99,28.09,0.64,901.75,915.2,893.5,-1.47,0.92,419321.0,51.88,64.03,64.03,15,0,10,15,40,HOLD,MEDIUM
789,HOMEFIRST,Financial Services,Mortgage Finance,13017.56,28.65,0.4,1257.0,1178.7,1261.0,6.64,-0.32,201128.0,53.67,56.51,56.51,20,0,10,15,45,HOLD,MEDIUM
424,CYIENT,Industrials,Conglomerates,12912.12,20.75,0.62,1170.3,1134.1,1203.2,3.19,-2.73,419141.0,48.3,55.68,55.68,20,0,15,15,50,HOLD,LOW
36,ACE,Industrials,Farm & Heavy Construction Machinery,12828.29,30.31,0.65,1076.8,1080.1,1096.8,-0.31,-1.82,503563.0,41.13,43.49,43.49,0,0,10,15,25,SELL,HIGH
253,BBTC,Consumer Defensive,Packaged Foods,12828.26,11.25,0.52,1838.6,1784.0,1835.6,3.06,0.16,45913.0,49.53,51.95,51.95,35,0,15,15,65,BUY,MEDIUM
816,IEX,Financial Services,Capital Markets,12768.74,28.1,0.37,143.59,137.76,142.07,4.23,1.07,5471984.0,50.15,55.68,55.68,35,0,10,15,60,BUY,MEDIUM
594,FINPIPE,Industrials,Building Products & Equipment,12730.47,32.07,0.51,205.89,208.23,218.05,-1.12,-5.58,624930.0,37.62,47.5,47.5,0,0,10,15,25,SELL,HIGH
947,JPPOWER,Utilities,Utilities - Independent Power Producers,12720.02,23.19,0.1,18.55,17.59,18.36,5.46,1.03,27927684.0,47.29,45.98,45.98,35,0,15,15,65,BUY,MEDIUM
1330,OLECTRA,Industrials,Farm & Heavy Construction Machinery,12682.29,90.09,0.2,1545.1,1553.6,1580.7,-0.55,-2.25,751054.0,31.33,29.57,29.57,0,0,0,15,15,SELL,HIGH
591,FINCABLES,Industrials,Electrical Equipment & Parts,12661.08,20.45,0.24,827.85,819.8,856.85,0.98,-3.38,154731.0,51.58,47.96,47.96,15,0,15,15,45,HOLD,MEDIUM
1181,MGL,Utilities,Utilities - Regulated Gas,12656.4,11.83,0.68,1281.3,1237.7,1284.9,3.52,-0.28,299988.0,64.33,56.38,56.38,20,15,15,15,65,BUY,MEDIUM
1276,NEWGEN,Technology,Software - Infrastructure,12521.06,40.49,0.7,891.65,888.6,904.35,0.34,-1.4,977403.0,32.68,23.48,23.48,15,0,0,15,30,SELL,HIGH
1484,RAILTEL,Communication Services,Telecom Services,12437.97,39.23,0.5,387.55,377.95,348.05,2.54,11.35,3192846.0,30.49,28.96,28.96,35,0,0,15,50,HOLD,LOW
125,ANURAS,Basic Materials,Specialty Chemicals,12412.31,97.09,0.26,1088.4,1100.5,1105.8,-1.1,-1.57,383536.0,53.04,58.58,58.58,0,0,0,15,15,SELL,HIGH
1541,RITES,Industrials,Engineering & Construction,12207.34,31.55,0.05,253.96,248.31,262.64,2.28,-3.3,2746252.0,32.16,25.03,25.03,15,0,10,15,40,HOLD,MEDIUM
238,BANCOINDIA,Consumer Cyclical,Auto Parts,12130.99,28.01,0.9,847.95,829.4,630.85,2.24,34.41,2246076.0,26.82,23.83,23.83,35,0,10,10,55,BUY,MEDIUM
1691,SHRIPISTON,Consumer Cyclical,Auto Parts,12039.7,22.94,0.82,2733.2,2655.1,2583.8,2.94,5.78,73239.0,54.02,49.32,49.32,30,0,15,10,55,BUY,MEDIUM
840,INDIACEM,Basic Materials,Building Materials,11989.88,,0.23,386.75,385.55,403.75,0.31,-4.21,583752.0,46.85,42.93,42.93,15,0,0,15,30,SELL,HIGH
703,GRINFRA,Industrials,Engineering & Construction,11989.11,10.87,0.56,1239.0,1248.1,1286.8,-0.73,-3.71,22911.0,56.37,58.62,58.62,0,0,15,15,30,SELL,HIGH
1901,TITAGARH,Industrials,Railroads,11952.97,50.0,0.74,887.55,879.25,848.15,0.94,4.65,1207317.0,33.3,26.45,26.45,30,0,0,15,45,HOLD,MEDIUM
341,CARTRADE,Consumer Cyclical,Auto & Truck Dealerships,11891.73,81.98,0.15,2497.8,2434.1,2583.1,2.62,-3.3,537051.0,52.32,42.82,42.82,15,0,0,15,30,SELL,HIGH
1631,SBFC,Financial Services,Credit Services,11842.57,32.45,0.57,108.37,106.57,107.8,1.69,0.53,1515363.0,72.48,56.45,56.45,30,20,10,15,75,STRONG BUY,HIGH
2038,VTL,Consumer Cyclical,Textile Manufacturing,11799.01,13.63,-0.06,407.95,417.2,416.35,-2.22,-2.02,372331.0,56.92,48.58,48.58,0,0,15,15,30,SELL,HIGH
370,CHENNPETRO,Energy,Oil & Gas Refining & Marketing,11621.05,,0.18,780.4,760.5,699.05,2.62,11.64,974860.0,37.34,39.55,39.55,35,0,0,15,50,HOLD,LOW
381,CLEAN,Basic Materials,Specialty Chemicals,11534.43,42.91,0.0,1085.2,1101.1,1174.0,-1.44,-7.56,348757.0,52.74,51.95,51.95,0,0,0,15,15,SELL,HIGH
963,JYOTHYLAB,Consumer Defensive,Household & Personal Products,11523.19,31.54,0.24,313.8,310.5,336.35,1.06,-6.7,283947.0,42.25,41.95,41.95,15,0,10,15,40,HOLD,MEDIUM
132,APOLLO,Industrials,Aerospace & Defense,11520.83,164.0,0.77,342.75,324.65,303.6,5.58,12.9,15783687.0,37.38,30.66,30.66,40,0,0,15,55,BUY,MEDIUM
301,BLUEJET,Healthcare,Biotechnology,11514.64,32.05,,663.35,645.9,705.6,2.7,-5.99,715364.0,55.49,56.96,56.96,15,0,10,0,25,SELL,HIGH
696,GRAVITA,Industrials,Metal Fabrication,11478.34,32.79,0.42,1575.9,1558.2,1697.4,1.14,-7.16,244556.0,45.06,45.66,45.66,15,0,10,15,40,HOLD,MEDIUM
95,ALIVUS,Healthcare,Drug Manufacturers - Specialty & Generic,11440.04,23.09,0.09,932.05,939.2,937.35,-0.76,-0.57,118596.0,42.53,43.25,43.25,0,0,15,15,30,SELL,HIGH
346,CCL,Consumer Defensive,Packaged Foods,11438.17,36.77,0.02,857.85,889.15,933.2,-3.52,-8.07,148530.0,50.58,51.67,51.67,0,0,0,15,15,SELL,HIGH
42,ACUTAAS,Basic Materials,Specialty Chemicals,11353.07,59.16,-0.12,1386.7,1358.1,1412.2,2.11,-1.81,254537.0,59.93,57.55,57.55,15,0,0,15,30,SELL,HIGH
548,ENGINERSIN,Industrials,Engineering & Construction,11313.91,20.45,0.77,201.26,195.86,201.93,2.76,-0.33,3038725.0,31.48,33.62,33.62,15,0,15,15,45,HOLD,MEDIUM
292,BLACKBUCK,Technology,Software - Application,11257.08,,,622.9,613.4,589.35,1.55,5.69,987318.0,48.45,42.74,42.74,30,0,0,0,30,SELL,HIGH
2053,WELSPUNLIV,Consumer Cyclical,Textile Manufacturing,11205.02,20.67,-0.48,117.21,116.47,114.44,0.64,2.42,6354019.0,38.29,57.58,57.58,30,0,15,15,60,BUY,MEDIUM
906,IXIGO,Consumer Cyclical,Travel Services,11181.16,172.53,,286.4,279.05,284.85,2.63,0.54,3030066.0,62.51,46.62,46.62,30,15,0,0,45,HOLD,MEDIUM
212,AZAD,Industrials,Specialty Industrial Machinery,11162.31,106.36,,1728.4,1556.8,1606.8,11.02,7.57,266989.0,35.58,45.7,45.7,35,0,0,0,35,HOLD,MEDIUM
1470,PVRINOX,Communication Services,Entertainment,11081.87,,0.35,1127.3,1108.5,1121.8,1.7,0.49,315427.0,48.4,44.84,44.84,30,0,0,15,45,HOLD,MEDIUM
1615,SANOFICONR,Healthcare,Drug Manufacturers - General,11049.17,55.25,,4797.6,4940.5,5121.5,-2.89,-6.32,4631.0,48.25,55.6,55.6,0,0,0,0,0,SELL,HIGH
873,INOXINDIA,Industrials,Specialty Industrial Machinery,11029.58,47.17,,1215.2,1184.0,1180.4,2.64,2.95,83684.0,44.03,42.03,42.03,30,0,0,0,30,SELL,HIGH
1519,RELAXO,Consumer Cyclical,Footwear & Accessories,11011.8,62.87,0.33,441.95,430.25,499.4,2.72,-11.5,288848.0,47.21,37.46,37.46,15,0,0,15,30,SELL,HIGH
1460,PRUDENT,Financial Services,Asset Management,10954.76,53.77,0.31,2645.4,2552.8,2781.4,3.63,-4.89,36146.0,50.48,49.51,49.51,20,0,0,15,35,HOLD,MEDIUM
762,HFCL,Technology,Communication Equipment,10946.79,316.13,0.34,75.87,72.1,71.68,5.23,5.85,18138001.0,26.87,30.32,30.32,35,0,0,15,50,HOLD,LOW
2081,ZEEL,Communication Services,Broadcasting,10940.32,15.5,0.33,113.9,112.59,116.28,1.16,-2.05,6391997.0,40.47,45.23,45.23,15,0,15,15,45,HOLD,MEDIUM
2041,WAAREERTL,Utilities,Utilities - Renewable,10915.66,38.02,0.24,1047.1,1011.6,1026.5,3.51,2.01,377190.0,41.24,40.74,40.74,35,0,0,15,50,HOLD,LOW
694,GRAPHITE,Industrials,Electrical Equipment & Parts,10850.18,30.12,1.19,555.15,553.55,524.95,0.29,5.75,518497.0,36.55,34.79,34.79,30,0,10,0,40,HOLD,MEDIUM
1614,SANOFI,Healthcare,Drug Manufacturers - General,10846.5,29.94,0.03,4709.6,4748.5,5130.0,-0.82,-8.19,12208.0,57.52,53.59,53.59,0,0,10,15,25,SELL,HIGH
567,EUREKAFORB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",10801.68,63.26,0.01,557.95,570.4,587.3,-2.18,-5.0,123335.0,30.14,45.06,45.06,0,0,0,15,15,SELL,HIGH
938,JKLAKSHMI,Basic Materials,Building Materials,10712.42,28.9,0.29,862.9,849.45,961.15,1.58,-10.22,122598.0,77.57,63.48,63.48,15,20,10,15,60,BUY,MEDIUM
27,ABFRL,Consumer Cyclical,Apparel Manufacturing,10699.44,,-0.32,87.99,84.9,81.41,3.64,8.08,11063217.0,32.44,35.07,35.07,35,0,0,15,50,HOLD,LOW
1585,SAFARI,Consumer Cyclical,Footwear & Accessories,10657.17,71.44,-0.48,2173.9,2191.2,2153.9,-0.79,0.93,39225.0,46.34,47.78,47.78,15,0,0,15,30,SELL,HIGH
1639,SCI,Industrials,Marine Shipping,10650.49,11.75,0.28,228.61,225.45,222.01,1.4,2.97,4699520.0,33.51,29.23,29.23,30,0,15,15,60,BUY,MEDIUM
177,ASTRAMICRO,Technology,Communication Equipment,10576.4,64.95,0.04,1112.65,1045.6,1046.2,6.41,6.35,628632.0,15.7,25.99,25.99,35,0,0,15,50,HOLD,LOW
958,JUBLINGREA,Basic Materials,Specialty Chemicals,10554.01,38.16,0.29,667.4,650.0,731.7,2.68,-8.79,190767.0,47.93,46.9,46.9,15,0,0,15,30,SELL,HIGH
331,CANFINHOME,Financial Services,Mortgage Finance,10543.81,11.93,0.39,789.65,743.6,764.65,6.19,3.27,185998.0,69.57,74.1,74.1,35,15,15,15,80,STRONG BUY,HIGH
1785,SUDARSCHEM,Basic Materials,Specialty Chemicals,10508.35,138.84,0.32,1337.0,1399.6,1427.8,-4.47,-6.36,141125.0,47.73,49.8,49.8,0,0,0,15,15,SELL,HIGH
2055,WESTLIFE,Consumer Cyclical,Restaurants,10501.45,993.82,0.2,675.8,683.8,739.05,-1.17,-8.56,160667.0,54.75,51.31,51.31,0,0,0,15,15,SELL,HIGH
520,EDELWEISS,Financial Services,Financial Conglomerates,10481.45,18.69,0.56,111.4,109.33,114.52,1.89,-2.72,7719850.0,52.14,50.45,50.45,15,0,15,15,45,HOLD,MEDIUM
1195,MMTC,Industrials,Conglomerates,10444.5,105.5,0.84,69.63,65.51,64.53,6.29,7.9,3145354.0,18.13,24.84,24.84,35,0,0,10,45,HOLD,MEDIUM
1400,PGHL,Healthcare,Drug Manufacturers - Specialty & Generic,10410.3,56.49,0.4,6271.5,6288.5,6316.5,-0.27,-0.71,8566.0,56.91,66.48,66.48,0,0,0,15,15,SELL,HIGH
2005,VIJAYA,Healthcare,Diagnostics & Research,10406.55,68.96,-0.12,1011.7,1019.9,1065.2,-0.8,-5.02,135113.0,68.82,70.11,70.11,0,15,0,15,30,SELL,HIGH
1256,NAZARA,Communication Services,Electronic Gaming & Multimedia,10404.51,80.62,-0.21,280.55,280.0,1136.0,0.2,-75.3,1620111.0,28.32,21.03,21.03,15,0,0,15,30,SELL,HIGH
1869,TEJASNET,Technology,Communication Equipment,10399.51,59.55,-0.27,590.7,588.8,612.4,0.32,-3.54,830590.0,36.81,39.27,39.27,15,0,0,15,30,SELL,HIGH
1177,METROPOLIS,Healthcare,Diagnostics & Research,10342.32,68.02,0.02,1996.3,2014.6,2208.6,-0.91,-9.61,52048.0,62.27,58.29,58.29,0,15,0,15,30,SELL,HIGH
171,ASKAUTOLTD,Consumer Cyclical,Auto Parts,10294.79,39.98,,522.2,554.8,514.8,-5.88,1.44,433895.0,54.11,47.83,47.83,15,0,0,0,15,SELL,HIGH
1768,STARCEMENT,Basic Materials,Building Materials,10278.31,43.45,-0.07,254.2,253.05,298.75,0.45,-14.91,274057.0,57.03,55.93,55.93,15,0,0,15,30,SELL,HIGH
1999,VESUVIUS,Industrials,Specialty Industrial Machinery,10250.53,40.82,0.29,504.55,509.3,520.05,-0.93,-2.98,140096.0,62.58,67.17,67.17,0,15,0,15,30,SELL,HIGH
940,JKTYRE,Consumer Cyclical,Auto Parts,10233.28,22.79,0.5,373.45,358.15,346.2,4.27,7.87,652690.0,41.91,38.45,38.45,35,0,15,15,65,BUY,MEDIUM
1666,SHAKTIPUMP,Industrials,Specialty Industrial Machinery,10152.57,23.98,-0.04,822.7,827.25,821.65,-0.55,0.13,379296.0,50.61,49.74,49.74,15,0,10,15,40,HOLD,MEDIUM
1863,TDPOWERSYS,Industrials,Specialty Industrial Machinery,10056.44,52.91,0.24,642.85,573.15,551.35,12.16,16.6,1187948.0,22.32,33.13,33.13,40,0,0,15,55,BUY,MEDIUM
59,AETHER,Basic Materials,Specialty Chemicals,10037.08,57.15,0.06,756.7,734.7,756.05,2.99,0.09,185200.0,68.45,63.96,63.96,30,15,0,15,60,BUY,MEDIUM
1665,SHAILY,Basic Materials,Specialty Chemicals,10033.61,86.22,-0.17,2180.5,2243.1,2197.2,-2.79,-0.76,139117.0,46.88,45.49,45.49,0,0,0,15,15,SELL,HIGH
1894,TIMETECHNO,Consumer Cyclical,Packaging & Containers,10013.47,24.82,0.34,220.63,210.4,477.15,4.86,-53.76,1328791.0,27.79,25.0,25.0,20,0,10,15,45,HOLD,MEDIUM
751,HEG,Industrials,Electrical Equipment & Parts,9977.9,50.78,1.05,516.9,506.75,490.25,2.0,5.44,697410.0,46.35,37.64,37.64,30,0,0,0,30,SELL,HIGH
1544,RKFORGE,Industrials,Metal Fabrication,9973.25,34.37,0.27,551.65,532.75,576.6,3.55,-4.33,528554.0,33.18,41.03,41.03,20,0,0,15,35,HOLD,MEDIUM
1079,LLOYDSENT,Basic Materials,Steel,9962.02,33.04,0.89,69.06,63.19,72.42,9.29,-4.64,1936555.0,42.14,38.3,38.3,20,0,10,10,40,HOLD,MEDIUM
1916,TRANSRAILL,Industrials,Engineering & Construction,9804.72,25.77,,730.3,734.65,778.15,-0.59,-6.15,1344978.0,44.06,41.3,41.3,0,0,10,0,10,SELL,HIGH
1887,TI,Consumer Defensive,Beverages - Wineries & Distilleries,9769.49,32.79,0.43,469.25,442.5,478.0,6.05,-1.83,1024455.0,46.87,36.62,36.62,20,0,10,15,45,HOLD,MEDIUM
321,BSOFT,Technology,Information Technology Services,9747.95,20.66,0.53,350.0,361.15,377.05,-3.09,-7.17,711289.0,47.4,46.68,46.68,0,0,15,15,30,SELL,HIGH
941,JLHL,Healthcare,Medical Care Facilities,9728.69,50.5,0.81,1483.8,1510.4,1438.2,-1.76,3.17,35550.0,61.7,60.58,60.58,15,15,0,10,40,HOLD,MEDIUM
1385,PCJEWELLER,Consumer Cyclical,Luxury Goods,9720.4,27.37,0.25,13.41,12.15,13.56,10.37,-1.11,89339358.0,25.61,29.23,29.23,20,0,10,15,45,HOLD,MEDIUM
1740,SONATSOFTW,Technology,Information Technology Services,9712.42,22.67,0.34,349.6,357.8,359.55,-2.29,-2.77,1783698.0,37.57,34.1,34.1,0,0,15,15,30,SELL,HIGH
98,ALKYLAMINE,Basic Materials,Specialty Chemicals,9638.59,51.82,0.54,1884.6,1970.2,2108.8,-4.34,-10.63,26385.0,63.02,61.03,61.03,0,15,0,15,30,SELL,HIGH
1838,TANLA,Technology,Software - Application,9582.33,20.12,1.1,724.3,693.3,636.25,4.47,13.84,965385.0,31.68,26.46,26.46,40,0,15,0,55,BUY,MEDIUM
846,INDIASHLTR,Financial Services,Mortgage Finance,9518.06,23.7,,878.4,868.25,900.95,1.17,-2.5,168991.0,57.32,59.7,59.7,15,0,15,0,30,SELL,HIGH
790,HONASA,Consumer Defensive,Household & Personal Products,9510.56,129.8,,292.05,284.35,301.75,2.71,-3.21,367994.0,70.09,51.43,51.43,15,20,0,0,35,HOLD,MEDIUM
1987,VARROC,Consumer Cyclical,Auto Parts,9463.59,70.39,0.45,619.4,617.85,572.45,0.25,8.2,352738.0,43.98,39.23,39.23,30,0,0,15,45,HOLD,MEDIUM
1455,PRIVISCL,Basic Materials,Specialty Chemicals,9447.71,43.48,-0.35,2418.6,2362.5,2270.4,2.37,6.53,54148.0,66.31,58.21,58.21,30,15,0,15,60,BUY,MEDIUM
1619,SAPPHIRE,Consumer Cyclical,Restaurants,9442.23,1129.62,-0.12,293.7,301.1,323.15,-2.46,-9.11,639173.0,82.5,64.99,64.99,0,20,0,15,35,HOLD,MEDIUM
234,BALRAMCHIN,Consumer Defensive,Confectioners,9388.37,22.52,0.51,464.9,451.9,559.55,2.88,-16.92,468156.0,38.7,36.29,36.29,15,0,15,15,45,HOLD,MEDIUM
1948,UJJIVANSFB,Financial Services,Banks - Regional,9364.2,17.84,0.41,48.34,44.18,43.05,9.42,12.29,10224888.0,60.55,59.81,59.81,40,15,15,15,85,STRONG BUY,HIGH
1858,TCI,Industrials,Integrated Freight & Logistics,9330.23,21.93,0.0,1216.5,1196.6,1178.6,1.66,3.22,25521.0,56.18,54.3,54.3,30,0,15,15,60,BUY,MEDIUM
289,BIRLACORPN,Basic Materials,Building Materials,9295.31,24.33,0.22,1207.1,1237.3,1302.2,-2.44,-7.3,71020.0,83.82,76.24,76.24,0,20,10,15,45,HOLD,MEDIUM
1271,NESCO,Industrials,Conglomerates,9199.25,22.89,0.49,1305.6,1369.2,1447.5,-4.65,-9.8,132291.0,59.54,57.63,57.63,0,0,15,15,30,SELL,HIGH
911,JAIBALAJI,Basic Materials,Steel,9155.36,,-0.21,100.35,95.22,103.68,5.39,-3.21,1819464.0,42.31,41.44,41.44,20,0,0,15,35,HOLD,MEDIUM
826,IIFLCAPS,Financial Services,Capital Markets,9149.64,13.72,0.4,294.65,273.8,305.8,7.62,-3.65,440482.0,49.69,46.45,46.45,20,0,15,15,50,HOLD,LOW
1535,RHIM,Industrials,Metal Fabrication,9137.69,55.24,0.2,442.5,443.35,478.4,-0.19,-7.5,133809.0,53.84,51.73,51.73,0,0,0,15,15,SELL,HIGH
1621,SAREGAMA,Communication Services,Entertainment,9087.38,44.66,0.75,472.9,472.25,494.6,0.14,-4.39,316408.0,76.3,79.63,79.63,15,20,0,15,50,HOLD,LOW
1142,MAPMYINDIA,Technology,Software - Infrastructure,9083.53,58.48,0.03,1669.0,1622.6,1648.4,2.86,1.25,39381.0,52.88,47.46,47.46,30,0,0,15,45,HOLD,MEDIUM
743,HCG,Healthcare,Medical Care Facilities,9080.41,243.94,-0.17,644.0,647.4,694.25,-0.53,-7.24,368417.0,49.49,51.01,51.01,0,0,0,15,15,SELL,HIGH
1138,MANORAMA,Consumer Defensive,Packaged Foods,8958.67,62.88,-0.39,1500.4,1404.9,1336.5,6.8,12.26,119333.0,60.28,54.55,54.55,40,15,0,15,70,STRONG BUY,MEDIUM
1171,MEDPLUS,Healthcare,Pharmaceutical Retailers,8942.46,50.25,0.58,746.65,786.9,842.6,-5.12,-11.39,104124.0,45.7,52.59,52.59,0,0,0,15,15,SELL,HIGH
1027,KPIGREEN,Utilities,Utilities - Renewable,8931.66,25.01,0.28,452.6,447.4,496.4,1.16,-8.82,475306.0,53.69,47.83,47.83,15,0,10,15,40,HOLD,MEDIUM
1095,LUMAXTECH,Consumer Cyclical,Auto Parts,8882.65,47.4,0.53,1302.6,1298.5,1048.0,0.32,24.29,280965.0,40.57,38.74,38.74,35,0,0,15,50,HOLD,LOW
199,AVANTIFEED,Consumer Defensive,Packaged Foods,8858.69,15.29,-0.21,649.95,646.45,670.95,0.54,-3.13,1343312.0,41.92,41.61,41.61,15,0,15,15,45,HOLD,MEDIUM
102,ALOKINDS,Consumer Cyclical,Textile Manufacturing,8857.99,,-0.03,17.82,17.36,18.37,2.65,-2.99,6582452.0,36.9,36.03,36.03,15,0,0,15,30,SELL,HIGH
1929,TTKPRESTIG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",8826.28,90.95,0.06,643.95,634.95,681.85,1.42,-5.56,21365.0,58.67,56.29,56.29,15,0,0,15,30,SELL,HIGH
1432,POWERMECH,Industrials,Engineering & Construction,8768.15,27.47,0.33,2773.3,2684.1,3168.4,3.32,-12.47,79574.0,50.25,49.12,49.12,20,0,10,15,45,HOLD,MEDIUM
2042,WABAG,Industrials,Engineering & Construction,8762.84,28.99,0.76,1406.5,1451.6,1523.1,-3.11,-7.66,166871.0,63.86,59.91,59.91,0,15,10,15,40,HOLD,MEDIUM
731,HAPPYFORGE,Industrials,Metal Fabrication,8739.65,32.47,,926.75,962.0,901.65,-3.66,2.78,27923.0,63.48,66.04,66.04,15,15,10,0,40,HOLD,MEDIUM
439,DBREALTY,Real Estate,Real Estate - Development,8730.26,,-0.38,161.91,165.24,180.16,-2.02,-10.13,1054047.0,49.86,53.05,53.05,0,0,0,15,15,SELL,HIGH
1616,SANSERA,Consumer Cyclical,Auto Parts,8698.99,36.9,0.55,1400.9,1433.0,1302.6,-2.24,7.55,131430.0,55.07,50.72,50.72,15,0,0,15,30,SELL,HIGH
637,GENUSPOWER,Industrials,Electrical Equipment & Parts,8663.26,21.98,-0.07,313.4,306.5,339.6,2.25,-7.71,517512.0,60.39,61.69,61.69,15,15,15,15,60,BUY,MEDIUM
1078,LLOYDSENGG,Industrials,Specialty Industrial Machinery,8602.39,71.09,0.95,61.85,59.03,65.51,4.78,-5.59,2787257.0,34.53,38.53,38.53,20,0,0,10,30,SELL,HIGH
1060,LATENTVIEW,Industrials,Consulting Services,8588.41,46.29,0.27,415.7,405.85,424.9,2.43,-2.17,191738.0,51.25,49.69,49.69,15,0,0,15,30,SELL,HIGH
1359,OSWALPUMPS,Industrials,Electrical Equipment & Parts,8585.35,87.69,,753.25,724.6,837.7,3.95,-10.08,344064.0,52.11,49.44,49.44,20,0,0,0,20,SELL,HIGH
1420,PNGJL,Consumer Cyclical,Luxury Goods,8531.98,33.78,,628.7,594.95,580.6,5.67,8.28,256309.0,39.1,40.0,40.0,35,0,10,0,45,HOLD,MEDIUM
328,CAMPUS,Consumer Cyclical,Footwear & Accessories,8429.51,71.49,-0.3,275.95,264.9,269.4,4.17,2.43,702393.0,44.49,45.37,45.37,35,0,0,15,50,HOLD,LOW
38,ACI,Basic Materials,Chemicals,8353.59,53.21,0.42,676.8,692.9,686.5,-2.32,-1.41,181515.0,43.67,35.41,35.41,0,0,0,15,15,SELL,HIGH
1505,RATEGAIN,Technology,Software - Application,8348.18,39.54,0.63,706.9,649.7,590.05,8.8,19.8,1160163.0,32.78,27.7,27.7,40,0,0,15,55,BUY,MEDIUM
309,BORORENEW,Technology,Solar,8338.71,,0.59,625.25,580.95,574.85,7.63,8.77,965756.0,38.82,39.89,39.89,35,0,0,15,50,HOLD,LOW
1523,RELIGARE,Financial Services,Insurance - Life,8333.36,70.97,-0.47,251.95,251.98,253.25,-0.01,-0.51,1744384.0,65.18,61.98,61.98,0,15,0,15,30,SELL,HIGH
1513,RCF,Basic Materials,Agricultural Inputs,8226.77,28.84,0.32,149.12,143.75,161.41,3.74,-7.61,1602659.0,27.18,30.94,30.94,20,0,10,15,45,HOLD,MEDIUM
437,DBL,Industrials,Engineering & Construction,8190.47,8.47,0.78,504.2,508.95,474.05,-0.93,6.36,679182.0,36.8,37.9,37.9,15,0,15,15,45,HOLD,MEDIUM
1459,PRSMJOHNSN,Basic Materials,Building Materials,8085.92,90.25,0.61,160.64,163.98,150.27,-2.04,6.9,1327738.0,38.73,32.87,32.87,15,0,0,15,30,SELL,HIGH
495,DODLA,Consumer Defensive,Food Distribution,8077.29,31.35,0.18,1338.9,1317.2,1434.8,1.65,-6.68,35018.0,65.25,59.98,59.98,15,15,10,15,55,BUY,MEDIUM
1274,NETWORK18,Communication Services,Entertainment,8067.74,,0.09,52.31,51.68,54.66,1.22,-4.3,4138742.0,41.26,40.51,40.51,15,0,0,15,30,SELL,HIGH
1118,MAHSEAMLES,Basic Materials,Steel,8060.72,9.17,0.15,601.55,596.8,662.85,0.8,-9.25,195487.0,47.57,49.96,49.96,15,0,15,15,45,HOLD,MEDIUM
1473,QPOWER,Industrials,Electrical Equipment & Parts,8045.67,131.51,,1038.9,1013.45,883.25,2.51,17.62,937988.0,28.47,32.84,32.84,35,0,0,0,35,HOLD,MEDIUM
