trading_signals_20251006_004721
sid,symbol,sector,industry,market_cap_cr,pe_ratio,beta,current_price,price_5d_ago,price_20d_ago,return_5d,return_20d,avg_volume,current_delivery,delivery_5d_avg,delivery_20d_avg,momentum_score,delivery_score,valuation_score,volatility_score,total_score,signal,confidence
1595,SAKSOFT,Technology,Information Technology Services,2534.68,23.05,0.17,199.39,199.82,209.67,-0.22,-4.9,289817.0,56.73,54.03,54.03,0,0,15,15,30,SELL,HIGH
1206,MONARCH,Financial Services,Capital Markets,2533.33,16.32,0.21,321.1,322.9,335.35,-0.56,-4.25,200644.0,34.81,31.93,31.93,0,0,15,15,30,SELL,HIGH
264,BEPL,Basic Materials,Chemicals,2529.4,14.67,0.63,101.64,102.35,107.22,-0.69,-5.2,267256.0,50.2,49.97,49.97,0,0,15,15,30,SELL,HIGH
1134,MANINDS,Basic Materials,Steel,2523.67,15.57,-0.5,375.35,413.5,412.35,-9.23,-8.97,1131320.0,33.77,27.89,27.89,0,0,15,15,30,SELL,HIGH
736,HATHWAY,Communication Services,Entertainment,2520.63,23.73,0.36,14.24,14.19,14.75,0.35,-3.46,1821090.0,34.68,37.75,37.75,15,0,15,15,45,HOLD,MEDIUM
1729,SMSPHARMA,Healthcare,Drug Manufacturers - General,2517.74,31.55,0.54,268.84,251.68,233.83,6.82,14.97,1245136.0,29.7,35.67,35.67,40,0,10,15,65,BUY,MEDIUM
342,CARYSIL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2502.24,35.84,0.7,879.75,808.9,897.95,8.76,-2.03,212629.0,31.67,39.13,39.13,20,0,0,15,35,HOLD,MEDIUM
1205,MOLDTKPAC,Consumer Cyclical,Packaging & Containers,2494.49,37.6,0.27,750.1,735.85,840.05,1.94,-10.71,66751.0,53.29,57.15,57.15,15,0,0,15,30,SELL,HIGH
1791,SUMMITSEC,Financial Services,Capital Markets,2488.17,28.9,0.53,2277.6,2148.4,2254.0,6.01,1.05,9236.0,41.12,36.94,36.94,35,0,10,15,60,BUY,MEDIUM
927,JINDALPOLY,Consumer Cyclical,Packaging & Containers,2487.73,,-0.17,568.15,566.15,600.5,0.35,-5.39,70443.0,44.62,33.44,33.44,15,0,0,15,30,SELL,HIGH
1966,UNIVCABLES,Industrials,Electrical Equipment & Parts,2480.72,21.27,0.6,715.0,717.9,721.95,-0.4,-0.96,52146.0,70.9,61.55,61.55,0,20,15,15,50,HOLD,LOW
2061,WINDMACHIN,Industrials,Specialty Industrial Machinery,2478.59,772.11,0.71,293.4,283.95,321.75,3.33,-8.81,57688.0,67.67,73.18,73.18,20,15,0,15,50,HOLD,LOW
1264,NDRAUTO,Consumer Cyclical,Auto Parts,2473.2,44.65,0.9,1039.8,1030.3,1053.0,0.92,-1.25,52190.0,41.05,42.66,42.66,15,0,0,10,25,SELL,HIGH
1042,KRSNAA,Healthcare,Diagnostics & Research,2462.1,31.16,-0.18,759.0,793.35,804.9,-4.33,-5.7,73644.0,31.34,42.05,42.05,0,0,10,15,25,SELL,HIGH
1975,UTKARSHBNK,Financial Services,Banks - Regional,2444.47,,0.15,22.18,20.9,21.44,6.12,3.45,1221263.0,41.95,45.19,45.19,35,0,0,15,50,HOLD,LOW
887,IPL,Basic Materials,Agricultural Inputs,2444.35,25.0,0.03,212.23,209.26,213.82,1.42,-0.74,580377.0,43.73,42.54,42.54,15,0,10,15,40,HOLD,MEDIUM
1855,TATVA,Basic Materials,Specialty Chemicals,2443.77,344.79,0.22,1044.7,1010.6,1071.4,3.37,-2.49,65384.0,43.7,44.5,44.5,20,0,0,15,35,HOLD,MEDIUM
1350,ORIENTHOT,Consumer Cyclical,Lodging,2443.24,51.62,0.19,136.8,132.13,139.56,3.53,-1.98,326904.0,53.43,50.97,50.97,20,0,0,15,35,HOLD,MEDIUM
333,CAPACITE,Industrials,Engineering & Construction,2436.6,12.33,0.09,287.4,289.85,301.7,-0.85,-4.74,451188.0,46.74,43.5,43.5,0,0,15,15,30,SELL,HIGH
477,DIAMONDYD,Consumer Defensive,Packaged Foods,2432.54,,0.03,1017.8,990.55,986.25,2.75,3.2,162188.0,55.97,46.81,46.81,30,0,0,15,45,HOLD,MEDIUM
1423,POKARNA,Industrials,Building Products & Equipment,2423.89,13.26,0.46,781.05,787.6,819.75,-0.83,-4.72,161087.0,52.58,52.9,52.9,0,0,15,15,30,SELL,HIGH
639,GEPIL,Industrials,Engineering & Construction,2420.86,76.32,0.94,332.95,327.2,367.25,1.76,-9.34,224528.0,,,,15,0,0,10,25,SELL,HIGH
1504,RANEHOLDIN,Consumer Cyclical,Auto Parts,2415.09,9.86,0.4,1691.5,1609.5,1510.2,5.09,12.01,26669.0,64.39,52.91,52.91,40,15,15,15,85,STRONG BUY,HIGH
593,FINOPB,Financial Services,Banks - Regional,2399.6,27.93,0.61,288.0,261.45,278.75,10.15,3.32,208492.0,47.01,52.29,52.29,35,0,10,15,60,BUY,MEDIUM
48,ADFFOODS,Consumer Defensive,Packaged Foods,2390.63,34.36,0.46,217.49,220.58,224.92,-1.4,-3.3,168837.0,58.47,55.41,55.41,0,0,0,15,15,SELL,HIGH
780,HITECH,Basic Materials,Steel,2381.69,30.42,0.46,117.44,115.35,91.15,1.81,28.84,3991841.0,40.4,39.63,39.63,35,0,10,15,60,BUY,MEDIUM
525,EIHAHOTELS,Consumer Cyclical,Lodging,2371.95,25.13,-0.23,388.95,374.15,413.8,3.96,-6.01,116309.0,18.0,31.18,31.18,20,0,10,15,45,HOLD,MEDIUM
849,INDNIPPON,Consumer Cyclical,Auto Parts,2367.11,27.1,0.06,1046.05,935.8,846.05,11.78,23.64,124775.0,28.23,20.11,20.11,40,0,10,15,65,BUY,MEDIUM
1640,SCILAL,Real Estate,Real Estate Services,2360.2,,,50.67,49.67,53.36,2.01,-5.04,628481.0,36.41,40.12,40.12,15,0,0,0,15,SELL,HIGH
1290,NILKAMAL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2347.46,22.73,0.06,1573.1,1549.8,1553.8,1.5,1.24,4107.0,73.21,67.81,67.81,30,20,15,15,80,STRONG BUY,HIGH
764,HGS,Industrials,Specialty Business Services,2345.55,,0.29,504.2,507.0,523.55,-0.55,-3.7,11857.0,57.95,50.3,50.3,0,0,0,15,15,SELL,HIGH
58,AEROFLEX,Industrials,Metal Fabrication,2328.41,49.32,0.25,179.53,179.81,180.1,-0.16,-0.32,638198.0,32.9,42.45,42.45,0,0,0,15,15,SELL,HIGH
1546,RML,Consumer Cyclical,Auto Parts,2328.29,56.16,0.1,842.45,818.25,859.1,2.96,-1.94,15900.0,49.76,45.91,45.91,15,0,0,15,30,SELL,HIGH
1397,PFS,Financial Services,Credit Services,2311.58,7.47,0.38,35.99,35.3,38.7,1.95,-7.0,467587.0,51.1,57.86,57.86,15,0,15,15,45,HOLD,MEDIUM
1998,VERANDA,Consumer Defensive,Education & Training Services,2310.87,,0.33,241.39,214.29,214.64,12.65,12.46,413775.0,49.6,51.24,51.24,40,0,0,15,55,BUY,MEDIUM
1644,SEAMECLTD,Industrials,Marine Shipping,2307.06,19.96,0.03,907.4,904.05,939.15,0.37,-3.38,39488.0,49.86,51.78,51.78,15,0,15,15,45,HOLD,MEDIUM
1003,KICL,Financial Services,Asset Management,2302.76,35.84,0.18,5268.4,4917.6,4884.3,7.13,7.86,3101.0,40.05,35.31,35.31,35,0,0,15,50,HOLD,LOW
589,FILATEX,Consumer Cyclical,Textile Manufacturing,2302.28,16.21,0.5,51.87,51.65,54.03,0.43,-4.0,835856.0,58.84,52.31,52.31,15,0,15,15,45,HOLD,MEDIUM
1528,REPCOHOME,Financial Services,Mortgage Finance,2300.07,4.96,0.59,367.65,353.3,358.45,4.06,2.57,155296.0,63.28,57.59,57.59,35,15,15,15,80,STRONG BUY,HIGH
2077,YATRA,Consumer Cyclical,Travel Services,2283.13,46.9,-0.41,145.4,140.55,156.48,3.45,-7.08,2065228.0,40.6,40.59,40.59,20,0,0,15,35,HOLD,MEDIUM
773,HINDOILEXP,Energy,Oil & Gas E&P,2283.05,15.32,0.4,172.64,172.82,174.83,-0.1,-1.25,447248.0,50.94,50.94,50.94,0,0,15,15,30,SELL,HIGH
1845,TASTYBITE,Consumer Defensive,Packaged Foods,2281.47,60.97,0.12,8889.5,8941.5,9550.5,-0.58,-6.92,1456.0,61.49,56.85,56.85,0,15,0,15,30,SELL,HIGH
1765,STALLION,Basic Materials,Specialty Chemicals,2273.07,57.42,,286.55,202.05,185.75,41.82,54.27,3497592.0,20.62,18.84,18.84,40,0,0,0,40,HOLD,MEDIUM
704,GRMOVER,Consumer Defensive,Packaged Foods,2272.48,43.47,0.33,370.4,361.1,358.55,2.58,3.3,518153.0,37.21,51.87,51.87,30,0,0,15,45,HOLD,MEDIUM
1710,SIMPLEXINF,Industrials,Engineering & Construction,2258.17,64.55,0.11,284.65,284.75,291.8,-0.04,-2.45,112457.0,55.98,53.7,53.7,0,0,0,15,15,SELL,HIGH
1773,STEELCAS,Basic Materials,Steel,2256.25,28.47,-0.23,222.95,210.37,215.82,5.98,3.3,238881.0,40.54,45.88,45.88,35,0,10,15,60,BUY,MEDIUM
1196,MOBIKWIK,Technology,Software - Infrastructure,2249.63,,,286.0,254.61,289.28,12.33,-1.13,13909038.0,10.72,12.07,12.07,20,0,0,0,20,SELL,HIGH
403,COSMOFIRST,Consumer Cyclical,Packaging & Containers,2249.39,15.72,0.22,871.2,849.65,996.6,2.54,-12.58,63456.0,53.22,45.58,45.58,15,0,15,15,45,HOLD,MEDIUM
1779,STOVEKRAFT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2243.12,54.96,0.32,676.55,669.35,665.2,1.08,1.71,114908.0,53.12,55.95,55.95,30,0,0,15,45,HOLD,MEDIUM
34,ACCELYA,Technology,Information Technology Services,2240.66,17.36,0.39,1500.0,1452.4,1402.2,3.28,6.97,16949.0,66.08,59.89,59.89,35,15,15,15,80,STRONG BUY,HIGH
1787,SULA,Consumer Defensive,Beverages - Wineries & Distilleries,2227.69,38.74,0.2,263.85,264.67,254.9,-0.31,3.51,1485869.0,45.72,47.22,47.22,15,0,0,15,30,SELL,HIGH
638,GEOJITFSL,Financial Services,Capital Markets,2216.02,14.47,0.25,79.3,79.09,77.26,0.27,2.64,728091.0,44.79,46.04,46.04,30,0,15,15,60,BUY,MEDIUM
813,IDEAFORGE,Technology,Computer Hardware,2209.38,,1.74,510.0,499.0,516.95,2.2,-1.34,432037.0,35.94,25.8,25.8,15,0,0,0,15,SELL,HIGH
1218,MSPL,Basic Materials,Steel,2208.81,,0.75,38.97,36.3,31.97,7.36,21.9,1550695.0,52.49,54.1,54.1,40,0,0,15,55,BUY,MEDIUM
1158,MAYURUNIQ,Consumer Cyclical,Textile Manufacturing,2208.48,14.49,0.12,508.25,509.5,528.85,-0.25,-3.9,37369.0,54.57,51.27,51.27,0,0,15,15,30,SELL,HIGH
459,DELTACORP,Consumer Cyclical,Resorts & Casinos,2194.92,7.03,0.26,81.91,80.36,95.22,1.93,-13.98,3268992.0,30.0,35.5,35.5,15,0,15,15,45,HOLD,MEDIUM
875,INSECTICID,Basic Materials,Agricultural Inputs,2176.95,14.47,0.1,748.1,761.0,826.5,-1.7,-9.49,26392.0,63.97,59.51,59.51,0,15,15,15,45,HOLD,MEDIUM
1947,UGROCAP,Financial Services,Credit Services,2158.17,12.97,0.04,188.72,161.81,179.52,16.63,5.12,546640.0,60.54,57.67,57.67,35,15,15,15,80,STRONG BUY,HIGH
1203,MOL,Basic Materials,Agricultural Inputs,2151.5,114.2,0.11,84.51,80.87,82.2,4.5,2.81,606693.0,56.82,54.03,54.03,35,0,0,15,50,HOLD,LOW
2057,WHEELS,Consumer Cyclical,Auto Parts,2142.41,18.28,0.13,876.85,863.5,742.15,1.55,18.15,169999.0,46.71,35.87,35.87,35,0,15,15,65,BUY,MEDIUM
332,CANTABIL,Consumer Cyclical,Apparel Manufacturing,2141.55,27.39,-0.4,256.05,252.25,257.25,1.51,-0.47,130728.0,37.62,38.23,38.23,15,0,10,15,40,HOLD,MEDIUM
1284,NIBE,Industrials,Conglomerates,2123.13,107.5,-0.64,1464.1,1378.9,1216.4,6.18,20.36,83568.0,38.28,44.08,44.08,40,0,0,15,55,BUY,MEDIUM
497,DOLLAR,Consumer Cyclical,Apparel Manufacturing,2118.35,21.79,0.29,372.75,366.65,359.05,1.66,3.82,113575.0,51.22,51.54,51.54,30,0,15,15,60,BUY,MEDIUM
1653,SEPC,Industrials,Engineering & Construction,2117.57,60.8,0.34,12.16,12.03,12.03,1.08,1.08,10490075.0,42.77,43.78,43.78,30,0,0,15,45,HOLD,MEDIUM
2011,VINCOFE,Consumer Defensive,Beverages - Non-Alcoholic,2115.3,37.43,0.43,146.34,147.99,148.25,-1.11,-1.29,1615507.0,22.88,30.23,30.23,0,0,0,15,15,SELL,HIGH
1994,VENKEYS,Consumer Defensive,Farm Products,2112.26,36.9,0.39,1498.1,1460.9,1513.7,2.55,-1.03,21882.0,55.26,51.68,51.68,15,0,0,15,30,SELL,HIGH
1749,SPECTRUM,Industrials,Electrical Equipment & Parts,2107.7,72.46,0.39,1341.3,1373.9,1441.2,-2.37,-6.93,3461.0,88.39,73.56,73.56,0,20,0,15,35,HOLD,MEDIUM
1610,SANGAMIND,Consumer Cyclical,Textile Manufacturing,2103.81,107.43,0.59,422.2,435.05,376.45,-2.95,12.15,26996.0,41.99,50.1,50.1,20,0,0,15,35,HOLD,MEDIUM
1624,SASKEN,Technology,Information Technology Services,2098.64,50.77,0.22,1385.9,1390.3,1476.9,-0.32,-6.16,14483.0,67.36,57.1,57.1,0,15,0,15,30,SELL,HIGH
112,AMRUTANJAN,Healthcare,Drug Manufacturers - Specialty & Generic,2087.31,38.32,0.39,721.15,725.3,743.75,-0.57,-3.04,23316.0,44.59,47.71,47.71,0,0,0,15,15,SELL,HIGH
1562,RPTECH,Technology,Electronics & Computer Distribution,2081.77,9.73,,315.9,315.45,285.2,0.14,10.76,276877.0,55.48,55.07,55.07,35,0,15,0,50,HOLD,LOW
1133,MANGLMCEM,Basic Materials,Building Materials,2079.62,34.49,0.04,754.25,740.05,783.85,1.92,-3.78,58571.0,76.38,68.79,68.79,15,20,0,15,50,HOLD,LOW
634,GENESYS,Technology,Software - Application,2075.72,34.37,-0.72,497.4,506.85,620.1,-1.86,-19.79,157400.0,54.39,57.59,57.59,0,0,0,15,15,SELL,HIGH
820,IFGLEXPOR,Basic Materials,Building Materials,2070.46,56.8,1.07,285.15,254.56,248.73,12.02,14.64,568361.0,34.75,25.95,25.95,40,0,0,0,40,HOLD,MEDIUM
1269,NELCO,Technology,Communication Equipment,2068.37,303.16,0.09,906.45,858.75,827.35,5.55,9.56,169231.0,23.39,31.37,31.37,35,0,0,15,50,HOLD,LOW
486,DIVGIITTS,Consumer Cyclical,Auto Parts,2065.27,75.2,-0.41,675.3,675.25,662.4,0.01,1.95,14803.0,49.22,50.89,50.89,30,0,0,15,45,HOLD,MEDIUM
1226,MUKANDLTD,Basic Materials,Steel,2061.23,25.59,0.79,142.51,129.09,136.67,10.4,4.27,173517.0,49.4,51.5,51.5,35,0,10,15,60,BUY,MEDIUM
449,DCW,Basic Materials,Chemicals,2058.71,58.61,-0.35,69.75,68.67,76.93,1.57,-9.33,680400.0,45.37,40.96,40.96,15,0,0,15,30,SELL,HIGH
573,EXICOM,Industrials,Electrical Equipment & Parts,2055.6,,,147.7,145.89,147.5,1.24,0.14,461186.0,36.15,36.66,36.66,30,0,0,0,30,SELL,HIGH
1410,PIXTRANS,Industrials,Specialty Industrial Machinery,2013.67,17.76,0.39,1477.9,1437.9,1435.4,2.78,2.96,11596.0,40.75,55.37,55.37,30,0,15,15,60,BUY,MEDIUM
1648,SELAN,Energy,Oil & Gas E&P,2004.25,12.27,,557.4,555.8,570.3,0.29,-2.26,26223.0,63.31,58.48,59.86,15,15,15,0,45,HOLD,MEDIUM
1880,THEJO,Industrials,Specialty Industrial Machinery,1992.39,40.16,0.57,1837.0,1821.0,1888.1,0.88,-2.71,3259.0,80.84,75.5,75.5,15,20,0,15,50,HOLD,LOW
1152,MASTERTR,Financial Services,Capital Markets,1991.75,15.55,0.41,161.91,138.89,152.13,16.57,6.43,611391.0,18.74,20.53,20.53,35,0,15,15,65,BUY,MEDIUM
2075,YASHO,Basic Materials,Specialty Chemicals,1988.94,156.28,0.08,1648.8,1654.7,1773.1,-0.36,-7.01,13879.0,72.18,67.66,67.66,0,20,0,15,35,HOLD,MEDIUM
845,INDIANHUME,Industrials,Engineering & Construction,1971.35,3.59,0.7,373.95,366.6,403.0,2.0,-7.21,28611.0,48.39,42.69,42.69,15,0,15,15,45,HOLD,MEDIUM
2060,WINDLAS,Healthcare,Drug Manufacturers - Specialty & Generic,1971.33,30.58,0.19,940.15,922.7,979.8,1.89,-4.05,34730.0,49.26,52.84,52.84,15,0,10,15,40,HOLD,MEDIUM
128,APCOTEXIND,Basic Materials,Specialty Chemicals,1965.44,33.57,0.02,378.95,393.15,407.5,-3.61,-7.01,47620.0,55.71,56.22,56.22,0,0,10,15,25,SELL,HIGH
513,DYCL,Industrials,Electrical Equipment & Parts,1958.94,28.41,-0.27,404.25,398.05,432.5,1.56,-6.53,115052.0,47.05,40.93,40.93,15,0,10,15,40,HOLD,MEDIUM
1069,LGHL,Consumer Cyclical,Luxury Goods,1945.68,185.33,-0.41,932.2,919.9,738.75,1.34,26.19,58493.0,7.62,5.82,5.82,35,0,0,15,50,HOLD,LOW
1751,SPIC,Basic Materials,Agricultural Inputs,1942.12,12.12,0.46,95.17,92.05,122.76,3.39,-22.47,2287406.0,50.75,45.46,45.46,20,0,15,15,50,HOLD,LOW
715,GTLINFRA,Technology,Communication Equipment,1934.18,,0.03,1.5,1.5,1.5,0.0,0.0,54926246.0,43.29,40.92,40.92,0,0,0,15,15,SELL,HIGH
1441,PRECAM,Consumer Cyclical,Auto Parts,1924.98,31.37,0.11,202.66,197.05,178.01,2.85,13.85,3732651.0,30.27,34.07,34.07,35,0,10,15,60,BUY,MEDIUM
856,INDOTECH,Industrials,Electrical Equipment & Parts,1919.03,24.88,-0.5,1807.0,1706.1,1826.7,5.91,-1.08,14965.0,42.15,47.08,47.08,20,0,10,15,45,HOLD,MEDIUM
1735,SOMANYCERA,Industrials,Building Products & Equipment,1899.77,32.67,0.66,463.25,452.35,480.25,2.41,-3.54,45052.0,57.53,50.74,50.74,15,0,10,15,40,HOLD,MEDIUM
1960,UNIPARTS,Industrials,Farm & Heavy Construction Machinery,1886.31,19.35,0.67,418.45,405.2,412.3,3.27,1.49,106025.0,62.0,59.44,59.44,35,15,15,15,80,STRONG BUY,HIGH
453,DEEDEV,Industrials,Metal Fabrication,1886.17,34.36,,272.85,273.35,278.8,-0.18,-2.13,141060.0,42.51,41.39,41.39,0,0,0,0,0,SELL,HIGH
1253,NAVKARCORP,Industrials,Integrated Freight & Logistics,1881.49,,0.28,125.0,119.91,118.19,4.24,5.76,456811.0,46.37,47.14,47.14,35,0,0,15,50,HOLD,LOW
1745,SPANDANA,Financial Services,Credit Services,1878.18,,0.17,263.4,250.39,267.28,5.2,-1.45,269798.0,42.88,33.36,33.36,20,0,0,15,35,HOLD,MEDIUM
160,ASALCBR,Consumer Defensive,Beverages - Wineries & Distilleries,1850.85,21.32,0.09,975.2,943.6,1029.8,3.35,-5.3,33457.0,43.78,48.54,48.54,20,0,15,15,50,HOLD,LOW
1837,TALBROAUTO,Consumer Cyclical,Auto Parts,1838.88,19.16,0.17,297.9,296.55,269.05,0.46,10.72,353445.0,47.46,41.37,41.37,35,0,15,15,65,BUY,MEDIUM
1744,SPAL,Consumer Cyclical,Apparel Manufacturing,1836.53,18.76,-0.08,730.5,709.85,726.6,2.91,0.54,30439.0,30.17,37.17,37.17,30,0,15,15,60,BUY,MEDIUM
267,BFINVEST,Financial Services,Asset Management,1829.33,23.42,-0.14,485.0,460.05,468.35,5.42,3.56,145807.0,44.21,42.31,42.31,35,0,15,15,65,BUY,MEDIUM
2054,WENDT,Industrials,Tools & Accessories,1827.3,51.28,0.2,9125.5,8850.5,10264.5,3.11,-11.1,9480.0,43.77,49.89,49.89,20,0,0,15,35,HOLD,MEDIUM
965,JYOTISTRUC,Industrials,Specialty Industrial Machinery,1825.89,35.65,-0.19,15.33,15.15,16.37,1.19,-6.35,5377037.0,44.2,46.93,46.93,15,0,0,15,30,SELL,HIGH
1296,NITINSPIN,Consumer Cyclical,Textile Manufacturing,1824.34,10.47,-0.24,324.5,330.05,333.85,-1.68,-2.8,60797.0,70.63,58.61,58.61,0,20,15,15,50,HOLD,LOW
1212,MOTISONS,Consumer Cyclical,Luxury Goods,1818.3,,,18.45,18.2,19.58,1.37,-5.77,2112253.0,38.86,33.92,33.92,15,0,0,0,15,SELL,HIGH
2004,VIDHIING,Basic Materials,Specialty Chemicals,1813.0,37.72,-0.52,359.85,360.55,382.6,-0.19,-5.95,8265.0,55.83,52.97,52.97,0,0,0,15,15,SELL,HIGH
1064,LAXMIDENTL,Healthcare,Medical Instruments & Supplies,1812.93,77.43,,329.85,316.9,333.2,4.09,-1.01,1462424.0,29.52,28.49,28.49,20,0,0,0,20,SELL,HIGH
801,HUHTAMAKI,Consumer Cyclical,Packaging & Containers,1798.93,24.16,-0.26,238.01,229.52,232.09,3.7,2.55,303120.0,63.92,62.51,62.51,35,15,10,15,75,STRONG BUY,HIGH
1416,PNBGILTS,Financial Services,Capital Markets,1798.3,5.29,0.31,99.87,96.27,99.01,3.74,0.87,472390.0,40.84,39.44,39.44,35,0,15,15,65,BUY,MEDIUM
506,DREDGECORP,Industrials,Engineering & Construction,1791.72,,0.52,639.9,631.6,644.3,1.31,-0.68,73313.0,39.13,38.01,38.01,15,0,0,15,30,SELL,HIGH
669,GOCLCORP,Basic Materials,Specialty Chemicals,1790.31,16.42,0.75,361.15,351.55,364.1,2.73,-0.81,87426.0,52.38,53.69,53.69,15,0,15,15,45,HOLD,MEDIUM
50,ADOR,Industrials,Specialty Industrial Machinery,1781.61,58.13,0.36,1023.75,980.05,960.4,4.46,6.6,6769.0,66.79,70.94,70.94,35,15,0,15,65,BUY,MEDIUM
174,ASTEC,Basic Materials,Agricultural Inputs,1772.95,,-0.02,795.7,819.15,853.45,-2.86,-6.77,10655.0,48.55,52.32,52.32,0,0,0,15,15,SELL,HIGH
1353,ORIENTTECH,Technology,Information Technology Services,1770.4,34.59,,425.15,346.45,309.5,22.72,37.37,824584.0,21.13,30.28,30.28,40,0,0,0,40,HOLD,MEDIUM
625,GARUDA,Industrials,Engineering & Construction,1765.84,25.51,,189.79,187.33,201.01,1.31,-5.58,1125927.0,34.13,33.86,33.86,15,0,10,0,25,SELL,HIGH
1896,TINNARUBR,Basic Materials,Specialty Chemicals,1765.54,38.46,0.68,980.0,927.85,817.5,5.62,19.88,79974.0,41.92,44.43,44.43,40,0,0,15,55,BUY,MEDIUM
1754,SPMLINFRA,Industrials,Engineering & Construction,1757.11,43.64,0.79,244.37,245.4,283.95,-0.42,-13.94,411940.0,49.22,49.53,49.53,0,0,0,15,15,SELL,HIGH
2049,WEL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1742.77,94.93,-0.28,130.05,148.96,136.32,-12.69,-4.6,351472.0,50.15,39.88,39.88,0,0,0,15,15,SELL,HIGH
1617,SANSTAR,Basic Materials,Chemicals,1737.33,41.27,,95.33,95.02,88.02,0.33,8.3,527125.0,49.61,51.66,51.66,30,0,0,0,30,SELL,HIGH
1943,UDS,Industrials,Specialty Business Services,1732.95,14.18,,258.83,244.85,252.23,5.71,2.62,158305.0,50.52,48.76,48.76,35,0,15,0,50,HOLD,LOW
491,DLINKINDIA,Technology,Communication Equipment,1730.51,16.47,0.12,487.4,472.55,491.0,3.14,-0.73,111815.0,31.37,26.63,26.63,20,0,15,15,50,HOLD,LOW
930,JINDRILL,Energy,Oil & Gas Equipment & Services,1723.07,7.23,-0.39,594.35,606.05,628.45,-1.93,-5.43,59053.0,42.86,51.9,51.9,0,0,15,15,30,SELL,HIGH
1368,PANAMAPET,Energy,Oil & Gas Refining & Marketing,1720.74,9.56,0.81,283.7,279.05,303.25,1.67,-6.45,62423.0,58.71,53.95,53.95,15,0,15,10,40,HOLD,MEDIUM
144,ARIHANTSUP,Real Estate,Real Estate - Development,1708.37,25.97,0.67,395.0,397.1,395.65,-0.53,-0.16,42394.0,21.35,16.66,16.66,0,0,10,15,25,SELL,HIGH
1766,STANLEY,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1707.2,51.0,,298.85,296.5,301.6,0.79,-0.91,66610.0,43.56,39.32,39.32,15,0,0,0,15,SELL,HIGH
2012,VINDHYATEL,Industrials,Engineering & Construction,1705.87,7.35,0.44,1439.1,1428.3,1528.3,0.76,-5.84,6367.0,57.62,51.31,51.31,15,0,15,15,45,HOLD,MEDIUM
115,ANDHRAPAP,Basic Materials,Paper & Paper Products,1696.39,20.56,-0.17,85.31,75.82,78.91,12.52,8.11,228299.0,39.5,35.83,35.83,35,0,15,15,65,BUY,MEDIUM
429,DAMCAPITAL,Financial Services,Capital Markets,1693.99,20.7,,239.65,237.48,226.49,0.91,5.81,672871.0,52.18,44.27,44.27,30,0,15,0,45,HOLD,MEDIUM
1611,SANGHIIND,Basic Materials,Building Materials,1684.8,,0.36,65.22,64.08,64.66,1.78,0.87,165496.0,51.0,43.8,43.8,30,0,0,15,45,HOLD,MEDIUM
828,IKIO,Technology,Electronic Components,1682.01,75.27,0.28,217.53,210.93,212.7,3.13,2.27,277464.0,39.88,42.55,42.55,35,0,0,15,50,HOLD,LOW
461,DEN,Communication Services,Entertainment,1679.65,8.03,0.39,35.23,33.53,36.22,5.07,-2.73,399558.0,43.65,37.89,37.89,20,0,15,15,50,HOLD,LOW
661,GMBREW,Consumer Defensive,Beverages - Wineries & Distilleries,1675.02,12.89,0.33,733.15,705.55,702.7,3.91,4.33,29079.0,61.82,57.76,57.76,35,15,15,15,80,STRONG BUY,HIGH
1497,RAMASTEEL,Basic Materials,Steel,1673.67,73.07,0.39,10.23,10.06,10.54,1.69,-2.94,26172861.0,21.81,28.19,28.19,15,0,0,15,30,SELL,HIGH
1476,QUICKHEAL,Technology,Software - Application,1673.22,,-0.29,308.6,304.85,305.2,1.23,1.11,378726.0,27.58,33.23,33.23,30,0,0,15,45,HOLD,MEDIUM
1627,SATIN,Financial Services,Credit Services,1667.75,13.24,0.03,151.63,145.06,145.72,4.53,4.06,130566.0,52.29,57.16,57.16,35,0,15,15,65,BUY,MEDIUM
1656,SESHAPAPER,Basic Materials,Paper & Paper Products,1662.48,18.12,-0.26,263.6,252.0,269.15,4.6,-2.06,16363.0,45.65,47.57,47.57,20,0,15,15,50,HOLD,LOW
924,JGCHEM,Basic Materials,Other Industrial Metals & Mining,1656.39,25.63,,422.7,409.5,469.5,3.22,-9.97,127657.0,48.27,46.97,46.97,20,0,10,0,30,SELL,HIGH
1573,RUPA,Consumer Cyclical,Apparel Manufacturing,1651.8,21.09,0.53,207.71,199.05,195.83,4.35,6.07,131558.0,53.28,49.27,49.27,35,0,15,15,65,BUY,MEDIUM
821,IGARASHI,Consumer Cyclical,Auto Parts,1647.4,88.47,0.18,522.0,501.2,479.2,4.15,8.93,70755.0,40.57,41.5,41.5,35,0,0,15,50,HOLD,LOW
1490,RAJRATAN,Basic Materials,Steel,1627.97,28.5,-0.19,320.65,323.4,316.2,-0.85,1.41,122338.0,73.93,67.54,67.54,15,20,10,15,60,BUY,MEDIUM
1928,TTKHLTCARE,Healthcare,Drug Manufacturers - General,1625.84,25.78,0.25,1150.6,1154.6,1180.4,-0.35,-2.52,2417.0,71.18,76.38,76.38,0,20,10,15,45,HOLD,MEDIUM
